municipality,state,country,veg_landuse_type_point_level1,veg_landuse_type_point_level2,veg_landuse_type_buffer5km_level1,veg_landuse_type_buffer5km_level2,temperature,relative_humidity,plant_order,plant_family,plant_genera,plant_species_complete_name,plant_type,plant_habit,plant_flower_colour,plant_flower_shape,invertebrate_order,invertebrate_family,invertebrate_genera,invertebrate_species_complete_name,invertebrate_origins,invertebrate_behavior,invertebrate_collector_structure,plant_collected_material,invertebrate_collected
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,708,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,707,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,708,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,306,1406,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,454,1890,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,521,2115,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,375,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,375,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,375,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,708,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,306,1406,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,77,320,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2055,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,708,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,708,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,536,2175,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,716,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2053,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,434,1846,2,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,710,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,707,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,434,1846,2,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,368,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,187,874,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,370,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,361,1650,2,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
30,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,374,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,705,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,711,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,434,1846,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2055,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2055,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2058,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,434,1846,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,434,1846,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,375,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,195,927,1,16,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,306,1406,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,361,1650,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2053,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,96,395,2,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,152,717,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,612,2472,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,368,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,612,2472,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,612,2472,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,77,320,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,368,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,189,884,1,25,12,3,7
52,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,368,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,555,2243,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,499,2057,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,499,2060,1,16,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,96,396,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,365,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,361,1650,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,77,320,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,365,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,499,2057,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,152,710,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,365,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,434,1846,2,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,499,2057,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,370,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,623,1442,24,16,83,17,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,103,467,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,368,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2060,1,16,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,77,320,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,103,467,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,103,467,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,92,367,1,25,12,3,7
89,1,1,0,9,21,14,25.0,65.0,22,77,301,687,23,17,49,10,4,54,499,2060,1,16,12,3,7
